"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","30","35","1","38.562267","0","35"
"/Game/LevelPrototyping/Interactable/JumpPad/Assets/Materials/M_SimpleGlow.M_SimpleGlow","0","26","14","2","14.007283","0","14"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","7.694058","0","7"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","45","1","46.181446","0","45"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","7","1","6.015303","0","7"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","1.300839","0","5"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","1.461112","0","5"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","6.364588","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","7.018949","0","6"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","1.338714","0","5"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","4.242029","0","5"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","6.490367","0","6"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","6.651647","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","1.375047","0","7"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","6.686335","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","6.350732","0","6"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","13.547298","0","12"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","6.605390","0","9"
"/Game/LevelPrototyping/Interactable/JumpPad/Assets/Materials/M_GradientGlow.M_GradientGlow","0","14","14","1","19.029152","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","11.862196","0","9"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","0","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","0","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","0","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","3.856983","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","0","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","0","1","0.000000","0","0"
"Globals","49","33","0","1","0.000000","0","0"
"NS_JumpPad","49","2","0","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","146","164","6","0.000000","0","164"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","146","164","6","0.000000","0","164"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","16","16","2","28.416727","0","24"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","138","148","6","0.000000","0","148"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","48","48","2","0.000000","0","48"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","138","148","6","0.000000","0","148"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","120.255615","3","66"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","36","40","1","0.000000","0","40"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","36","40","1","0.000000","0","40"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","4","4","1","6.957193","0","4"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","7","7","1","26.621407","3","7"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","16","1","5.838322","0","16"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","44","50","2","0.000000","0","50"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","14","14","2","5.395435","0","7"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","0.000000","0","4"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","226","236","6","0.000000","0","236"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","56","60","2","28.240078","0","30"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","90","90","1","0.000000","0","90"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","65","71","1","0.000000","0","71"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","0.000000","0","11"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","2.762067","0","11"
"/Game/LevelPrototyping/Interactable/JumpPad/Assets/Materials/M_GradientGlow.M_GradientGlow","49","16","16","1","13.209936","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","0.000000","0","4"
"/Game/LevelPrototyping/Interactable/JumpPad/Assets/Materials/M_SimpleGlow.M_SimpleGlow","49","33","35","2","40.467381","0","16"
"/Game/TexturesAndMaterials/M_WaterCanGuy.M_WaterCanGuy","49","8","8","1","0.000000","0","8"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","18","20","1","4.395218","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1780","1803","1","0.000000","0","1803"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","28","28","1","12.899625","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","75","75","1","0.000000","0","75"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","31","31","1","0.000000","0","31"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","2.531044","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","4","4","1","1.633567","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","7","7","1","2.401196","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","7","7","1","2.249781","0","7"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","16","16","1","6.766948","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","10","10","1","4.497903","0","10"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","75","75","1","0.000000","0","75"
"/Engine/VREditor/TransformGizmo/Main.Main","49","7","7","1","0.000000","0","7"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","8","8","1","3.849933","0","8"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","16","1","13.066357","0","16"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","6","6","1","0.000000","0","6"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","6","6","1","0.000000","0","6"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","35","38","1","0.000000","0","38"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","65","71","1","0.000000","0","71"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","35","38","1","0.000000","0","38"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","16","18","1","11.233401","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","9","9","1","0.926412","0","9"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","2.375598","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","7","7","1","0.923456","0","7"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","7","7","1","0.848723","0","7"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","14","14","1","16.986313","0","14"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","11","11","1","12.962757","0","11"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","11","11","1","12.018228","0","11"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","7","7","1","0.982074","0","7"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","0.000000","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","16","16","1","11.469114","0","16"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","8","8","1","5.715503","0","8"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","8","9","1","6.003932","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","8","9","1","4.321724","0","9"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","42","47","1","19.286798","0","47"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","32","37","1","20.322529","0","37"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","4","1","0.000000","0","4"
"/Game/LevelPrototyping/Materials/M_FlatCol.M_FlatCol","49","14","14","1","0.000000","0","14"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","0.000000","0","63"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","1.097730","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","1.117005","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","3.467195","0","8"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","0.000000","0","4"
